Periodo,Regiao ,Instituicao,No Total de Partos,No Cesarianas
2014-04,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",152,46
2014-04,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",472,150
2014-04,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",689,188
2014-04,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",351,90
2014-04,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-04,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",165,38
2014-01,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",116,44
2014-02,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",296,80
2014-01,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",45,20
2014-01,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",98,19
2014-02,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",522,132
2014-02,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",247,68
2014-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-02,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2014-01,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2014-03,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",357,117
2014-02,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",307,113
2014-04,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",541,188
2014-02,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",160,45
2014-03,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",180,48
2014-03,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",575,139
2014-02,Regiao de Saude LVT,Centro Hospitalar do Oeste,268,77
2014-02,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2014-03,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-03,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2014-05,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",668,158
2014-05,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",194,56
2014-05,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",883,240
2014-05,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",996,317
2014-05,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",961,233
2014-05,Regiao de Saude LVT,"Hospital de Cascais, PPP",923,256
2013-09,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",585,187
2013-08,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",923,374
2013-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",417,146
2013-08,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1084,414
2013-10,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",936,353
2013-09,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1055,314
2013-09,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1197,362
2013-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2013-09,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-08,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-10,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",651,209
2013-10,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1253,380
2013-10,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1175,352
2013-10,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",3070,906
2013-10,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1709,514
2013-10,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",668,194
2013-10,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-10,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2013-10,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2013-10,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-01,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",187,60
2014-01,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",85,18
2014-01,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",86,25
2014-01,Regiao de Saude LVT,"Hospital de Cascais, PPP",191,58
2013-12,Regiao de Saude Norte,"Hospital de Braga, PPP",2579,802
2014-01,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-12,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-12,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-07,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",2630,726
2014-07,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",567,211
2014-07,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",935,219
2014-07,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",780,205
2014-07,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1276,344
2014-07,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",443,230
2014-07,Regiao de Saude LVT,Centro Hospitalar do Oeste,834,220
2014-07,Regiao de Saude LVT,"Hospital de Loures, PPP",1264,246
2014-07,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-06,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2014-08,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",3036,830
2014-08,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",457,161
2014-08,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1058,318
2014-08,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",898,228
2014-08,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1031,290
2014-08,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2014-08,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2014-08,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-08,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2014-05,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",293,97
2014-06,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",165,51
2014-06,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",243,68
2014-06,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",909,257
2014-06,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",614,150
2015-07,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",970,205
2015-07,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2015-07,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1303,320
2015-07,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-07,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-07,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",807,202
2015-08,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-08,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",397,118
2015-08,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1250,365
2015-08,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-08,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2015-08,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-08,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",376,122
2015-08,Regiao de Saude LVT,"Hospital de Cascais, PPP",1699,448
2015-08,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",796,223
2015-08,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2067,561
2015-08,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",903,341
2015-08,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-09,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",430,142
2015-09,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1048,301
2015-09,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2621,736
2015-09,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",1698,419
2015-09,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1819,463
2015-09,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",948,361
2015-09,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1044,391
2015-09,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1436,394
2015-09,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-09,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2015-10,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",928,286
2015-10,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",453,103
2015-10,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-10,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",303,73
2015-10,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",651,178
2015-10,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1346,302
2015-10,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2257,643
2015-10,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",2047,523
2015-10,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2059,610
2015-10,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",1251,357
2015-10,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1968,499
2015-10,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1432,449
2015-10,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1610,428
2015-11,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",502,113
2015-11,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",4546,1279
2015-11,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2015-11,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2086,505
2015-11,Regiao de Saude LVT,"Hospital de Cascais, PPP",2349,619
2015-11,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",1484,334
2015-11,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-11,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1273,473
2015-12,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",1138,349
2015-12,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",3670,945
2015-12,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1708,368
2015-12,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1890,437
2015-12,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2015-12,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",378,94
2015-12,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",3451,976
2015-12,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",2298,560
2015-12,Regiao de Saude LVT,"Hospital de Loures, PPP",2502,534
2015-12,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2711,778
2015-12,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-12,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2015-12,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1457,395
2015-12,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",477,198
2016-01,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-01,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",46,17
2016-01,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",125,42
2016-01,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",72,14
2016-01,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",133,35
2016-01,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",109,32
2016-01,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",214,47
2016-01,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",163,54
2016-01,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",126,33
2016-01,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",41,18
2016-02,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",316,68
2016-02,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2016-02,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",179,66
2016-02,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",258,94
2016-02,Regiao de Saude Norte,"Hospital de Braga, PPP",433,105
2016-02,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",85,38
2016-03,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",871,235
2016-03,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",140,53
2016-03,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",332,91
2016-03,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",581,148
2016-03,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",624,186
2016-03,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",273,101
2016-03,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",406,96
2016-04,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2016-04,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2016-04,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",440,123
2016-04,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",262,58
2016-04,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-04,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",493,142
2016-05,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",440,127
2016-05,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",1445,371
2016-05,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",221,83
2016-05,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",837,228
2016-05,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",799,176
2016-05,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",981,268
2016-05,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",614,210
2016-05,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1119,317
2013-05,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",447,156
2013-04,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",456,143
2013-05,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",709,226
2013-05,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",253,86
2013-04,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",746,193
2013-05,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",1378,446
2013-05,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2013-05,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2013-04,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",259,91
2013-04,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",354,117
2013-04,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",626,189
2013-04,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",762,258
2013-04,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",497,175
2013-04,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",405,168
2013-04,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",380,120
2013-04,Regiao de Saude LVT,Centro Hospitalar do Oeste,555,160
2013-03,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-04,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2013-05,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",679,249
2013-05,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",149,45
2013-06,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",935,278
2013-05,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",208,77
2013-05,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",511,204
2013-05,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",643,203
2013-05,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1058,416
2013-05,Regiao de Saude LVT,"Hospital de Cascais, PPP",915,287
2013-05,Regiao de Saude Norte,"Hospital de Braga, PPP",1023,308
2013-05,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-11,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1388,507
2013-11,Regiao de Saude LVT,"Hospital de Cascais, PPP",2108,633
2013-10,Regiao de Saude Norte,"Hospital de Braga, PPP",2149,658
2013-11,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2013-11,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2013-11,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2013-10,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-09,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1045,420
2013-09,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1234,464
2013-10,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",513,146
2013-10,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1971,620
2013-09,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1147,421
2013-10,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1270,466
2013-10,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",2939,919
2013-09,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1976,711
2013-09,Regiao de Saude LVT,"Hospital de Cascais, PPP",1712,533
2013-09,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-02,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",273,100
2013-03,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",405,151
2013-03,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",96,28
2013-03,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",381,134
2013-02,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",76,26
2013-03,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",390,115
2013-03,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",541,156
2013-03,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",238,67
2013-03,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",636,249
2013-02,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-02,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",773,230
2013-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",167,37
2013-02,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",285,88
2013-01,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",211,74
2013-01,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",118,34
2013-02,Regiao de Saude LVT,Centro Hospitalar do Oeste,268,77
2013-01,Regiao de Saude LVT,"Hospital de Loures, PPP",178,45
2013-02,Regiao de Saude LVT,"Hospital de Loures, PPP",342,80
2013-01,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-01,Regiao de Saude LVT,Instituto Gama Pinto,,
2013-12,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",370,101
2013-12,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",560,205
2013-12,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",1192,368
2013-12,Regiao de Saude LVT,Centro Hospitalar do Oeste,1573,444
2013-12,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
